property_id,price,url,page
3003531902,Price on request,https://www.homegate.ch/buy/3003531902,1
3003526237, 995000,https://www.homegate.ch/buy/3003526237,1
3003452470, 3000000,https://www.homegate.ch/buy/3003452470,1
3003393561, 1995000,https://www.homegate.ch/buy/3003393561,1
3003238382, 2495000,https://www.homegate.ch/buy/3003238382,1
3002584460,Price on request,https://www.homegate.ch/buy/3002584460,1
3002451961, 1580000,https://www.homegate.ch/buy/3002451961,1
4000082901, 2290000,https://www.homegate.ch/buy/4000082901,1
4000081806,Price on request,https://www.homegate.ch/buy/4000081806,1
3003534789, 1200000,https://www.homegate.ch/buy/3003534789,1
3003530968, 1590000,https://www.homegate.ch/buy/3003530968,1
3003524370, 3500000,https://www.homegate.ch/buy/3003524370,1
3003521924, 2140000,https://www.homegate.ch/buy/3003521924,1
3003516510, 2685000,https://www.homegate.ch/buy/3003516510,1
3003514500, 4610000,https://www.homegate.ch/buy/3003514500,1
3003125458, 2350000,https://www.homegate.ch/buy/3003125458,1
3003125472, 1995000,https://www.homegate.ch/buy/3003125472,1
3003125471, 2120000,https://www.homegate.ch/buy/3003125471,1
3003501636, 1300000,https://www.homegate.ch/buy/3003501636,1
3003499320,Price on request,https://www.homegate.ch/buy/3003499320,1
3003360025,Price on request,https://www.homegate.ch/buy/3003360025,2
3003439545,Price on request,https://www.homegate.ch/buy/3003439545,2
3003422157, 1070000,https://www.homegate.ch/buy/3003422157,2
3003408670, 1850000,https://www.homegate.ch/buy/3003408670,2
3003350215, 1950000,https://www.homegate.ch/buy/3003350215,2
3003243010,Price on request,https://www.homegate.ch/buy/3003243010,2
3003231065,Price on request,https://www.homegate.ch/buy/3003231065,2
3003041699, 4500000,https://www.homegate.ch/buy/3003041699,2
3002617281, 2175000,https://www.homegate.ch/buy/3002617281,2
3003449773, 1550000,https://www.homegate.ch/buy/3003449773,2
3003391075, 1580000,https://www.homegate.ch/buy/3003391075,2
3003397028, 3185000,https://www.homegate.ch/buy/3003397028,2
3002658416, 1682000,https://www.homegate.ch/buy/3002658416,2
3003533963, 1720000,https://www.homegate.ch/buy/3003533963,2
4000094989, 2250000,https://www.homegate.ch/buy/4000094989,2
4000094909, 2250000,https://www.homegate.ch/buy/4000094909,2
3003428145, 3900000,https://www.homegate.ch/buy/3003428145,2
3002857801, 2150000,https://www.homegate.ch/buy/3002857801,2
4000090752, 1755000,https://www.homegate.ch/buy/4000090752,2
4000090751, 2350000,https://www.homegate.ch/buy/4000090751,2
4000090750, 1950000,https://www.homegate.ch/buy/4000090750,3
3003316769, 2380000,https://www.homegate.ch/buy/3003316769,3
3003245370, 1760000,https://www.homegate.ch/buy/3003245370,3
3003245369, 2180000,https://www.homegate.ch/buy/3003245369,3
3003245368, 2010000,https://www.homegate.ch/buy/3003245368,3
3003245366, 2070000,https://www.homegate.ch/buy/3003245366,3
3003091818, 1440000,https://www.homegate.ch/buy/3003091818,3
3003084616, 950000,https://www.homegate.ch/buy/3003084616,3
3003007287, 910000,https://www.homegate.ch/buy/3003007287,3
3003007283,Price on request,https://www.homegate.ch/buy/3003007283,3
3002494724,Price on request,https://www.homegate.ch/buy/3002494724,3
4000095412,Price on request,https://www.homegate.ch/buy/4000095412,3
4000088034, 1130000,https://www.homegate.ch/buy/4000088034,3
4000084153,Price on request,https://www.homegate.ch/buy/4000084153,3
3003520089, 1395000,https://www.homegate.ch/buy/3003520089,3
3003501637,Price on request,https://www.homegate.ch/buy/3003501637,3
3003500928,Price on request,https://www.homegate.ch/buy/3003500928,3
3003481015, 2650000,https://www.homegate.ch/buy/3003481015,3
3003328585, 2110000,https://www.homegate.ch/buy/3003328585,3
3003319492, 1560000,https://www.homegate.ch/buy/3003319492,3
3003293272, 3000000,https://www.homegate.ch/buy/3003293272,4
3002868108, 970000,https://www.homegate.ch/buy/3002868108,4
4000088631, 1690000,https://www.homegate.ch/buy/4000088631,4
4000085934, 600000,https://www.homegate.ch/buy/4000085934,4
4000082741, 1265000,https://www.homegate.ch/buy/4000082741,4
3003525387,Price on request,https://www.homegate.ch/buy/3003525387,4
3003520953, 690000,https://www.homegate.ch/buy/3003520953,4
3003456436, 1470000,https://www.homegate.ch/buy/3003456436,4
3003432463, 995000,https://www.homegate.ch/buy/3003432463,4
3003431876, 1860000,https://www.homegate.ch/buy/3003431876,4
3003379637, 890000,https://www.homegate.ch/buy/3003379637,4
3003368119, 695000,https://www.homegate.ch/buy/3003368119,4
3003367916, 2185000,https://www.homegate.ch/buy/3003367916,4
3003332344, 6200000,https://www.homegate.ch/buy/3003332344,4
3003108924, 2700000,https://www.homegate.ch/buy/3003108924,4
3002419809, 7700000,https://www.homegate.ch/buy/3002419809,4
3002177030, 1720000,https://www.homegate.ch/buy/3002177030,4
4000094924, 1760000,https://www.homegate.ch/buy/4000094924,4
4000086863,Price on request,https://www.homegate.ch/buy/4000086863,4
3003520013, 3600000,https://www.homegate.ch/buy/3003520013,4
3003431897, 12000000,https://www.homegate.ch/buy/3003431897,5
3003431894, 9000000,https://www.homegate.ch/buy/3003431894,5
3003335305, 2750000,https://www.homegate.ch/buy/3003335305,5
3003238179, 2495000,https://www.homegate.ch/buy/3003238179,5
3002955591, 2300000,https://www.homegate.ch/buy/3002955591,5
3003530219, 2820000,https://www.homegate.ch/buy/3003530219,5
3003516208, 2040000,https://www.homegate.ch/buy/3003516208,5
3003477996,Price on request,https://www.homegate.ch/buy/3003477996,5
3003466024, 1680000,https://www.homegate.ch/buy/3003466024,5
3003431885, 15000000,https://www.homegate.ch/buy/3003431885,5
3003430203, 2050000,https://www.homegate.ch/buy/3003430203,5
3003341022, 2450000,https://www.homegate.ch/buy/3003341022,5
3003286342, 1570000,https://www.homegate.ch/buy/3003286342,5
3003286292, 3420000,https://www.homegate.ch/buy/3003286292,5
3003237916, 2150000,https://www.homegate.ch/buy/3003237916,5
3003232840, 1255000,https://www.homegate.ch/buy/3003232840,5
3003112609, 1840000,https://www.homegate.ch/buy/3003112609,5
3002312127, 15500000,https://www.homegate.ch/buy/3002312127,5
3002216256, 1740000,https://www.homegate.ch/buy/3002216256,5
3002216253, 1480000,https://www.homegate.ch/buy/3002216253,5
3001233746, 2675000,https://www.homegate.ch/buy/3001233746,6
4000087986, 1850000,https://www.homegate.ch/buy/4000087986,6
3003536599, 1605000,https://www.homegate.ch/buy/3003536599,6
3003533716, 1975000,https://www.homegate.ch/buy/3003533716,6
3003528203, 1450000,https://www.homegate.ch/buy/3003528203,6
3003493893, 1990000,https://www.homegate.ch/buy/3003493893,6
3003479005, 1195000,https://www.homegate.ch/buy/3003479005,6
3003469694, 1575000,https://www.homegate.ch/buy/3003469694,6
3003455381, 575000,https://www.homegate.ch/buy/3003455381,6
3003367913, 1490000,https://www.homegate.ch/buy/3003367913,6
3003278455, 1660000,https://www.homegate.ch/buy/3003278455,6
3003276983, 1450000,https://www.homegate.ch/buy/3003276983,6
3003263513, 3490000,https://www.homegate.ch/buy/3003263513,6
3003036531, 1660000,https://www.homegate.ch/buy/3003036531,6
3002233412, 2680000,https://www.homegate.ch/buy/3002233412,6
3002233411, 3280000,https://www.homegate.ch/buy/3002233411,6
3003537008,Price on request,https://www.homegate.ch/buy/3003537008,6
3003536538, 810000,https://www.homegate.ch/buy/3003536538,6
3003533432, 2500000,https://www.homegate.ch/buy/3003533432,6
3003533297, 2500000,https://www.homegate.ch/buy/3003533297,6
3003533275, 2500000,https://www.homegate.ch/buy/3003533275,7
3003523661,Price on request,https://www.homegate.ch/buy/3003523661,7
3003514871, 1645000,https://www.homegate.ch/buy/3003514871,7
3003514870, 1935000,https://www.homegate.ch/buy/3003514870,7
3003514869, 1705000,https://www.homegate.ch/buy/3003514869,7
3003514868, 1540000,https://www.homegate.ch/buy/3003514868,7
3003492136, 1050000,https://www.homegate.ch/buy/3003492136,7
3003483741, 1360000,https://www.homegate.ch/buy/3003483741,7
3003475160,Price on request,https://www.homegate.ch/buy/3003475160,7
3003441750, 2200000,https://www.homegate.ch/buy/3003441750,7
3003441745, 2480000,https://www.homegate.ch/buy/3003441745,7
3003420133, 1220000,https://www.homegate.ch/buy/3003420133,7
3003420058, 1925000,https://www.homegate.ch/buy/3003420058,7
3003401246, 1980000,https://www.homegate.ch/buy/3003401246,7
3003349266, 850000,https://www.homegate.ch/buy/3003349266,7
3003273068, 2850000,https://www.homegate.ch/buy/3003273068,7
3003263349, 12000000,https://www.homegate.ch/buy/3003263349,7
3003061425,Price on request,https://www.homegate.ch/buy/3003061425,7
3002673837, 2100000,https://www.homegate.ch/buy/3002673837,7
3002526567, 1020000,https://www.homegate.ch/buy/3002526567,7
3002071905, 955000,https://www.homegate.ch/buy/3002071905,8
4000081673, 1500000,https://www.homegate.ch/buy/4000081673,8
3003538011, 2250000,https://www.homegate.ch/buy/3003538011,8
3003536573, 2750000,https://www.homegate.ch/buy/3003536573,8
3003536101, 2100000,https://www.homegate.ch/buy/3003536101,8
3003525385, 1450000,https://www.homegate.ch/buy/3003525385,8
3003520571, 650000,https://www.homegate.ch/buy/3003520571,8
3003516276, 884000,https://www.homegate.ch/buy/3003516276,8
3003516275, 1396000,https://www.homegate.ch/buy/3003516275,8
3003516274, 1455000,https://www.homegate.ch/buy/3003516274,8
3003501801,Price on request,https://www.homegate.ch/buy/3003501801,8
3003500269,Price on request,https://www.homegate.ch/buy/3003500269,8
3003499661, 4100000,https://www.homegate.ch/buy/3003499661,8
3003494072, 690000,https://www.homegate.ch/buy/3003494072,8
3003480553, 1590000,https://www.homegate.ch/buy/3003480553,8
3003479539, 1885000,https://www.homegate.ch/buy/3003479539,8
3003471113, 2480000,https://www.homegate.ch/buy/3003471113,8
3003469581,Price on request,https://www.homegate.ch/buy/3003469581,8
3003454332, 6000000,https://www.homegate.ch/buy/3003454332,8
3003453568, 1450000,https://www.homegate.ch/buy/3003453568,8
3003448692, 2050000,https://www.homegate.ch/buy/3003448692,9
3003446182,Price on request,https://www.homegate.ch/buy/3003446182,9
3003435377, 2750000,https://www.homegate.ch/buy/3003435377,9
3003399845, 2730000,https://www.homegate.ch/buy/3003399845,9
3002941918,Price on request,https://www.homegate.ch/buy/3002941918,9
3002401111, 2780000,https://www.homegate.ch/buy/3002401111,9
3002401109, 3670000,https://www.homegate.ch/buy/3002401109,9
3003521456, 1680000,https://www.homegate.ch/buy/3003521456,9
3003515928, 2230000,https://www.homegate.ch/buy/3003515928,9
3003512575, 2790000,https://www.homegate.ch/buy/3003512575,9
3003471419, 1195000,https://www.homegate.ch/buy/3003471419,9
3003464567, 1550000,https://www.homegate.ch/buy/3003464567,9
3003464566, 2135000,https://www.homegate.ch/buy/3003464566,9
3003448545, 2980000,https://www.homegate.ch/buy/3003448545,9
3003446571, 4800000,https://www.homegate.ch/buy/3003446571,9
3003446559, 1895000,https://www.homegate.ch/buy/3003446559,9
3003432239, 2380000,https://www.homegate.ch/buy/3003432239,9
3003276715, 3900000,https://www.homegate.ch/buy/3003276715,9
3003263512, 1160000,https://www.homegate.ch/buy/3003263512,9
3003243230, 1190000,https://www.homegate.ch/buy/3003243230,9
3003108032,Price on request,https://www.homegate.ch/buy/3003108032,10
3003057395, 4050000,https://www.homegate.ch/buy/3003057395,10
3002401071,Price on request,https://www.homegate.ch/buy/3002401071,10
3003523655,Price on request,https://www.homegate.ch/buy/3003523655,10
3003506377, 1675000,https://www.homegate.ch/buy/3003506377,10
3003381991,Price on request,https://www.homegate.ch/buy/3003381991,10
3003381990,Price on request,https://www.homegate.ch/buy/3003381990,10
3003381268,Price on request,https://www.homegate.ch/buy/3003381268,10
3003307798, 3200000,https://www.homegate.ch/buy/3003307798,10
3003304864, 2355000,https://www.homegate.ch/buy/3003304864,10
3003278721,Price on request,https://www.homegate.ch/buy/3003278721,10
3003093895, 2310000,https://www.homegate.ch/buy/3003093895,10
3003093891, 2640000,https://www.homegate.ch/buy/3003093891,10
3002952403, 2460000,https://www.homegate.ch/buy/3002952403,10
3003524896, 1245000,https://www.homegate.ch/buy/3003524896,10
3003518541, 3600000,https://www.homegate.ch/buy/3003518541,10
3003490774, 2700000,https://www.homegate.ch/buy/3003490774,10
3003470252, 1200000,https://www.homegate.ch/buy/3003470252,10
3003464994, 2700000,https://www.homegate.ch/buy/3003464994,10
3003438243,Price on request,https://www.homegate.ch/buy/3003438243,10
3003387622, 3500000,https://www.homegate.ch/buy/3003387622,11
3003376450, 2600000,https://www.homegate.ch/buy/3003376450,11
3003352792,Price on request,https://www.homegate.ch/buy/3003352792,11
3003321637, 5075000,https://www.homegate.ch/buy/3003321637,11
3003279014, 975000,https://www.homegate.ch/buy/3003279014,11
3003529061, 1050000,https://www.homegate.ch/buy/3003529061,11
3003453223, 5350000,https://www.homegate.ch/buy/3003453223,11
3003392182, 1580000,https://www.homegate.ch/buy/3003392182,11
3003334134, 4295000,https://www.homegate.ch/buy/3003334134,11
3003513002,Price on request,https://www.homegate.ch/buy/3003513002,11
3002665585,Price on request,https://www.homegate.ch/buy/3002665585,11
3003534440,Price on request,https://www.homegate.ch/buy/3003534440,11
3003521322,Price on request,https://www.homegate.ch/buy/3003521322,11
3003121096,Price on request,https://www.homegate.ch/buy/3003121096,11
3003522956,Price on request,https://www.homegate.ch/buy/3003522956,11
